doc_id,domain,silver_label
conf_5726f435b418228b,confession,STORY
ra_4072a5545a03c588,ra,ADVICE
ra_891a659e848083ba,ra,ADVICE
conf_b91cee0c03de5436,confession,STORY
ra_999eb34812455606,ra,ADVICE
ra_265321fe6aec1466,ra,ADVICE
ra_d3b462b0445bccc0,ra,ADVICE
ra_94addfc372331f91,ra,ADVICE
ra_cec6e0d382b662f4,ra,ADVICE
conf_386cc0e7d2d795d6,confession,STORY
ra_ccb70542cd464462,ra,ADVICE
ra_8cb1a2bfc605bd20,ra,ADVICE
ra_8bb1aba0b3445d0c,ra,ADVICE
conf_4adbbf75f5873c1f,confession,STORY
ra_8160133b24936749,ra,ADVICE
conf_609ecaf835e7790d,confession,STORY
conf_767779b88dbf1ec9,confession,STORY
ra_7aed0579903ecdab,ra,ADVICE
conf_df0fee06f07c5478,confession,STORY
ra_438d8526649b2195,ra,ADVICE
conf_d49d66436f44d2b7,confession,STORY
conf_ad8a4bddf8dbffa3,confession,STORY
ra_2603dd181c28d79b,ra,ADVICE
conf_350560eb2380790f,confession,STORY
ra_bbefb6c6595f5d37,ra,ADVICE
conf_92b758908dd51cfb,confession,STORY
ra_cfc1fc8dcfd68cca,ra,ADVICE
conf_1f8a59689c40f57b,confession,STORY
conf_d2a6fe207645c649,confession,STORY
conf_f8efd8fac42e81b4,confession,STORY
ra_d044add95f21e517,ra,ADVICE
ra_d4662bda604664bd,ra,ADVICE
ra_400f37a8fbce3c4c,ra,ADVICE
ra_92ebf9c6daec0700,ra,ADVICE
ra_da414bc4b221b5b3,ra,ADVICE
ra_38d05e32df537c5f,ra,ADVICE
ra_4b1f0bb70e0dffc7,ra,ADVICE
ra_9d3fc0178a3c6b1f,ra,ADVICE
conf_a6eddbdbd8cb57b2,confession,STORY
ra_65c8ea4f123f5d2d,ra,ADVICE
conf_197a180c2ff5e587,confession,STORY
conf_674f2a62f7cb070a,confession,STORY
conf_25f90d2b0958a44f,confession,STORY
ra_c18420df5677afea,ra,ADVICE
conf_396b354c8d963a42,confession,STORY
conf_7ebf10e8b932b0de,confession,STORY
ra_0c091a691a8335bd,ra,ADVICE
conf_501551d217a0865f,confession,STORY
conf_a7f5b1b68bceb6f6,confession,STORY
ra_562dc2a97b9fa1af,ra,ADVICE
conf_3d14a601cd482f34,confession,STORY
ra_44f74a0c38523941,ra,ADVICE
conf_82bdcf8cbf9a8d38,confession,STORY
conf_e450778dc79e5036,confession,STORY
conf_464e15d8d65302fe,confession,STORY
conf_e2ea5ee3da6a406d,confession,STORY
ra_111750869b3f2310,ra,ADVICE
ra_eb3445335e88af51,ra,ADVICE
conf_8ab8df6531c2b49c,confession,STORY
conf_cc0254e057aeab31,confession,STORY
conf_484e951243e296ea,confession,STORY
ra_5e5c80b77f0aeff7,ra,ADVICE
ra_e7dfaddb1f451589,ra,ADVICE
ra_205e36aa40c2072b,ra,ADVICE
ra_641414f355d31bae,ra,ADVICE
conf_9e6b12f276484ef6,confession,STORY
conf_0aba367105fd9668,confession,STORY
conf_e572c1e48e7bdca6,confession,STORY
conf_493ccdedb48e7a31,confession,STORY
conf_71da2d003d45faa3,confession,STORY
conf_6600b3b260c680d2,confession,STORY
conf_7d914dce7abf0932,confession,STORY
conf_e59bf49e7e8b08e1,confession,STORY
conf_0e04e3210f8a41be,confession,STORY
conf_944d6dd164a72c83,confession,STORY
ra_17403ea2d9353fba,ra,ADVICE
conf_cf70808306aa3d28,confession,STORY
ra_cb110c2a8ac4a2cf,ra,ADVICE
conf_46c47b996de59a08,confession,STORY
ra_82b7e4ced5ee8dcd,ra,ADVICE
ra_bd803fb3c2b816f8,ra,ADVICE
conf_c5d9a22db3fc8be0,confession,STORY
conf_4199f6d8cf19e361,confession,STORY
conf_caa6e50085b065ef,confession,STORY
ra_b549ebaa5f86063b,ra,ADVICE
conf_e9fe5fc2380381f9,confession,STORY
conf_d93bf9a65dafd1df,confession,STORY
conf_84ed63e9591fbac6,confession,STORY
ra_7c658c95b953f128,ra,ADVICE
ra_dc7bfffd9e413b4d,ra,ADVICE
ra_683180cd2b79aff7,ra,ADVICE
ra_bc92072d5ba8ccea,ra,ADVICE
conf_cf7fad694511481d,confession,STORY
conf_f6c7daca2498e520,confession,STORY
ra_a0fc151d495dbd7c,ra,ADVICE
ra_0bb84f00f68bf6d1,ra,ADVICE
conf_6a8d90b3c44d2c40,confession,STORY
ra_4e61b76f1ed9bbaa,ra,ADVICE
ra_3f8f6b94b4123878,ra,ADVICE
ra_f3235d8a946c82c3,ra,ADVICE
conf_91391408f1e8bd28,confession,STORY
ra_f65f7da8a9ee335a,ra,ADVICE
conf_ad3dcee1ef11576b,confession,STORY
conf_f5dd1a391e4e7cfa,confession,STORY
conf_5b62617276addbdf,confession,STORY
ra_193a00d291acf8b2,ra,ADVICE
conf_ae4926915167e286,confession,STORY
ra_b2101997f852dbc2,ra,ADVICE
ra_f7b599dfb05afe77,ra,ADVICE
conf_99497941e9af8e4d,confession,STORY
conf_c87eb885049e0600,confession,STORY
conf_7c15fa3c5fe356c8,confession,STORY
conf_a4311cf0dc4ad5d3,confession,STORY
ra_5f166bba8e1d5979,ra,ADVICE
ra_b14b04de1474b8d8,ra,ADVICE
conf_15e19ecc5dc65185,confession,STORY
conf_7cbb4f58fd7cb51b,confession,STORY
conf_369b5c4934fbedea,confession,STORY
conf_13f95387cd7ea14a,confession,STORY
ra_5f45fd2452e2a05e,ra,ADVICE
conf_cf7f879c75fe504f,confession,STORY
conf_e20af032500bef18,confession,STORY
conf_d5bc041308d8aa7d,confession,STORY
conf_005ecf36893caea1,confession,STORY
conf_d990bf16681212c0,confession,STORY
ra_68c0176170c08e9b,ra,ADVICE
ra_e2bbe232564bbb08,ra,ADVICE
conf_2c4883af5ed25c4e,confession,STORY
conf_8326fe81c068bfad,confession,STORY
ra_8cb2ab7e3f3a0f9e,ra,ADVICE
conf_c76b0c4f128821f9,confession,STORY
ra_aae1c6a2e0b29415,ra,ADVICE
ra_ce7858a681301125,ra,ADVICE
conf_d1c293e7e94f2285,confession,STORY
conf_8ed718c88adf5f13,confession,STORY
conf_73bbfcd7fa43f02d,confession,STORY
conf_3c6a78ca92b4d5bf,confession,STORY
ra_1674fec059a7f0e2,ra,ADVICE
ra_87080a94d5026398,ra,ADVICE
conf_273e1044a0f6cc9a,confession,STORY
ra_3dac1aa6b379cf28,ra,ADVICE
conf_ef1a2d947f357513,confession,STORY
conf_199e66d0a901498d,confession,STORY
conf_3d34b3aa581e6f7d,confession,STORY
ra_e711229b87cd0afb,ra,ADVICE
conf_1fec27478fddb91c,confession,STORY
ra_5e18bb92bb4616e6,ra,ADVICE
ra_134417b3c293f802,ra,ADVICE
ra_137806f16bf60960,ra,ADVICE
conf_1f4dc4fa01e43e8f,confession,STORY
conf_f218862a998ff1da,confession,STORY
conf_f889f0a19fc6c35d,confession,STORY
ra_9d65279738185bec,ra,ADVICE
conf_d89fbaf8eccb9d8b,confession,STORY
conf_d077863f965cd2df,confession,STORY
conf_b22d925256952771,confession,STORY
conf_03c1cbec1867a7fc,confession,STORY
conf_efe3c096667e7561,confession,STORY
ra_689f6eef7246e582,ra,ADVICE
conf_24f1dce77b31e830,confession,STORY
ra_b7db40deccd7969e,ra,ADVICE
ra_28a8f9e9915c3cb7,ra,ADVICE
ra_cef86726f208a9ca,ra,ADVICE
conf_1c316ef349cf8b29,confession,STORY
conf_bbf5982c275e40ea,confession,STORY
ra_2986de6f681337bc,ra,ADVICE
ra_2dd983f141055232,ra,ADVICE
ra_79b13cb403c51855,ra,ADVICE
conf_37309cc4e20f0754,confession,STORY
conf_64046a5f5972aac6,confession,STORY
ra_2b698630327ea1a4,ra,ADVICE
conf_81642640caaa9bc2,confession,STORY
conf_ff5bdc9dd3d905f2,confession,STORY
conf_68dd720902f95a49,confession,STORY
ra_ab8be2737c60db14,ra,ADVICE
ra_8f4642b48a130de3,ra,ADVICE
ra_6c99fd91b2d3c53f,ra,ADVICE
ra_c433549a059ded13,ra,ADVICE
conf_cdb8ba72ff9a6618,confession,STORY
ra_7effd70a70e4c4da,ra,ADVICE
ra_c486930678a33e83,ra,ADVICE
conf_74d739fc1cff8632,confession,STORY
ra_5e7df3ad3d19ba7b,ra,ADVICE
conf_75e839bec23ec684,confession,STORY
conf_1fc4605f17b19d58,confession,STORY
conf_78184354a2a8585f,confession,STORY
ra_d4304b5007d20f63,ra,ADVICE
ra_2ea359d1b6581730,ra,ADVICE
ra_9aa31f5ac4c81b11,ra,ADVICE
conf_823961411a2f9481,confession,STORY
ra_520c97f9f5b0e757,ra,ADVICE
ra_3a1ebbcb99f7446b,ra,ADVICE
ra_93d674e113118e84,ra,ADVICE
conf_fcec22018e8758a8,confession,STORY
ra_6977fc2c6fe0b03e,ra,ADVICE
ra_72f68ae94a72afed,ra,ADVICE
conf_594d4c788e1d4902,confession,STORY
ra_007b328824e04638,ra,ADVICE
ra_ef79e9291f218a08,ra,ADVICE
conf_328ba6d25eaefaee,confession,STORY
ra_aa2c5bd67afbe5df,ra,ADVICE
conf_5ac975399607d6d8,confession,STORY
conf_ae0c322a53228944,confession,STORY
conf_eaf44abbab017164,confession,STORY
conf_f2ae006eb0589042,confession,STORY
ra_f86aa4a59b570404,ra,ADVICE
ra_d43407b0cc844cb8,ra,ADVICE
conf_c96520bc59a46d3c,confession,STORY
ra_50d70ed76a29a0d4,ra,ADVICE
ra_238cab73b5197634,ra,ADVICE
ra_f5267fb6aedb3ab6,ra,ADVICE
conf_b07d8d17e31d568a,confession,STORY
ra_09cdaf45deb63101,ra,ADVICE
conf_e158271a17b91e0c,confession,STORY
conf_85bf78e99e15eecd,confession,STORY
ra_9a6eb10a554da799,ra,ADVICE
conf_64c63ddc08a41291,confession,STORY
conf_b4ab8087e95cff88,confession,STORY
conf_3e621b38ece811fc,confession,STORY
conf_633c6005827a5d4a,confession,STORY
ra_f62b2e9c8842d460,ra,ADVICE
conf_9a1223f314e68401,confession,STORY
ra_b58bde0852f934ed,ra,ADVICE
ra_bb5809e795761c6d,ra,ADVICE
ra_26edf50b12751ea2,ra,ADVICE
ra_1caf4a927493f5ef,ra,ADVICE
ra_d8da595795d9be8c,ra,ADVICE
conf_87eab79a96f12c1e,confession,STORY
ra_28f9f4ec28b74361,ra,ADVICE
conf_e2816e4bdbcc2e44,confession,STORY
ra_c75f4796df32391f,ra,ADVICE
ra_1b882e0e1d2f1436,ra,ADVICE
ra_e0e2fb8a70715929,ra,ADVICE
conf_e3fbb9f939a914ab,confession,STORY
conf_044daa673b6a5d6a,confession,STORY
conf_6aee5ff5495733e2,confession,STORY
conf_363a263467e34d54,confession,STORY
conf_f8f187b2641925c0,confession,STORY
conf_39d2b64703684bf7,confession,STORY
ra_f29f0fdc134a0ca5,ra,ADVICE
ra_f78993ecdbbab453,ra,ADVICE
conf_4b6a6c56eac6a35b,confession,STORY
ra_cc20cc80a93fa149,ra,ADVICE
conf_5a8ab6683a4124fe,confession,STORY
ra_31074d97d02b5a2a,ra,ADVICE
ra_024701cd3b8b6160,ra,ADVICE
conf_9409999f83ec7d60,confession,STORY
conf_d13894d64c434e0f,confession,STORY
conf_2577a318d07f7308,confession,STORY
ra_f767f18405c3b8e5,ra,ADVICE
ra_ab4d7435fadf6f84,ra,ADVICE
ra_74edf613eaa795cf,ra,ADVICE
ra_a2fdb3bf9dd9f8ab,ra,ADVICE
conf_85765b6a4a1d7f75,confession,STORY
conf_682fee9d7630ae8b,confession,STORY
conf_509d5f39a8119cc7,confession,STORY
conf_e4280412d4c454a6,confession,STORY
ra_10c924c18496c7bb,ra,ADVICE
conf_6e197ad8f3a9b967,confession,STORY
conf_8bfe018161f98981,confession,STORY
ra_a3873e6e127b8772,ra,ADVICE
conf_7d79d8e6153ade22,confession,STORY
ra_ac3de583a54a291d,ra,ADVICE
conf_de3d9f399bd2c710,confession,STORY
conf_cebe270f5e11209e,confession,STORY
ra_20c5e3d3d93e32cb,ra,ADVICE
conf_3ee81fe590f5558b,confession,STORY
ra_abc09a528adf266e,ra,ADVICE
ra_0dc4f71fb7c2f996,ra,ADVICE
ra_b03d45b15b9abbf4,ra,ADVICE
ra_3ae71ed95e056622,ra,ADVICE
ra_4e21f6f02aa938e2,ra,ADVICE
conf_82be88e5a8016091,confession,STORY
ra_bcf09014c6696f4a,ra,ADVICE
conf_8b7d5453240018a1,confession,STORY
ra_eb261dbd7f0f8448,ra,ADVICE
conf_5095efe765507c40,confession,STORY
conf_e440a089fb524460,confession,STORY
conf_380891f7ad6863df,confession,STORY
ra_0fb695830fdfb0a4,ra,ADVICE
ra_70943258dfd29870,ra,ADVICE
ra_372292a6b54dbdd6,ra,ADVICE
conf_d8b8c3d470831836,confession,STORY
ra_12709d9e842ecc62,ra,ADVICE
ra_c41d5b7ff94fdda6,ra,ADVICE
ra_754bbd033f066c8d,ra,ADVICE
ra_2db0ff8d61604d01,ra,ADVICE
conf_5b7e354c7529e7d9,confession,STORY
ra_2f76f1cf6df3cb95,ra,ADVICE
conf_7bb26e7cf9251dcf,confession,STORY
ra_7eaa63049e434579,ra,ADVICE
ra_194a01e1d9f4526f,ra,ADVICE
ra_90dd5d7f9996b7f9,ra,ADVICE
conf_49802a2d371076e9,confession,STORY
ra_15d4c103148df23e,ra,ADVICE
ra_8b6bc1928b3ad087,ra,ADVICE
conf_455702e245576e48,confession,STORY
conf_7410d3cdacbb6763,confession,STORY
ra_e68bf12499a5a20f,ra,ADVICE
ra_a8d59b230c4025e4,ra,ADVICE
ra_5fe902f030c6f93f,ra,ADVICE
conf_409650fd1f1e0cad,confession,STORY
ra_3a37195c71870ba8,ra,ADVICE
conf_bb2be1cccfd0eae0,confession,STORY
conf_c1ee602f7ad101a2,confession,STORY
ra_5e404b889202b9d0,ra,ADVICE
ra_45e43a46616216d4,ra,ADVICE
ra_77d99a1eddad6165,ra,ADVICE
conf_9ae105ec36cd191f,confession,STORY
conf_eae58ecb88e9100c,confession,STORY
ra_2d6c21d01777d807,ra,ADVICE
ra_15835b4e5998fbd3,ra,ADVICE
ra_b166f926e1343ca6,ra,ADVICE
ra_14a6505600d3234d,ra,ADVICE
conf_52a91b7f75a5188f,confession,STORY
conf_ad49979fd401a020,confession,STORY
conf_53011ea2193be414,confession,STORY
conf_365df22acdb085e3,confession,STORY
ra_9df9fda495b667d2,ra,ADVICE
ra_4c284ba493301591,ra,ADVICE
conf_75b9a2c7b7f3cc6c,confession,STORY
ra_0c16ff966b82797a,ra,ADVICE
conf_f6f3dfddb21607a9,confession,STORY
ra_1f4093c0ca5ddfa4,ra,ADVICE
ra_405337ffd291ff6e,ra,ADVICE
conf_81e0afbfcbe7db50,confession,STORY
ra_3d622066849d8138,ra,ADVICE
ra_d27a49b7cc65b120,ra,ADVICE
ra_f04f17caa662768a,ra,ADVICE
conf_94d896e0c5228767,confession,STORY
conf_8e233b4a8ceed752,confession,STORY
ra_a0bd7032d5291aa6,ra,ADVICE
ra_cd9d535c1ad452a0,ra,ADVICE
ra_c78b6fda5e3a70a4,ra,ADVICE
ra_cb6d79ade3534857,ra,ADVICE
conf_c16ef6722d662d61,confession,STORY
conf_279d7640a15cc8f6,confession,STORY
ra_f8e225c18745dd82,ra,ADVICE
conf_04544232bac51dbd,confession,STORY
ra_104d9663910cf532,ra,ADVICE
conf_a4bc7d6758945b85,confession,STORY
ra_13e317c0b014b55d,ra,ADVICE
conf_4b6521243dfac330,confession,STORY
conf_29a705411cae87af,confession,STORY
ra_b7acde15f94ec92e,ra,ADVICE
conf_02735f666df94dfa,confession,STORY
conf_ee0dee1781a0f647,confession,STORY
ra_9cfbb5705226fc16,ra,ADVICE
conf_13711bf5709e184f,confession,STORY
conf_7b1ac1784d7ca6a3,confession,STORY
ra_fab5c2069a34e046,ra,ADVICE
ra_7af9a54c7392bdfb,ra,ADVICE
ra_2bb45398e59969e6,ra,ADVICE
ra_a306e0a5b04a0cd7,ra,ADVICE
conf_bd5beebc474d8334,confession,STORY
ra_7c4402e718c18578,ra,ADVICE
ra_748c017f5158c496,ra,ADVICE
ra_24924230ad05d3cf,ra,ADVICE
conf_93ef1ecfe9470efb,confession,STORY
ra_2b0cf8a973f6f008,ra,ADVICE
ra_5f7ad592c7509d64,ra,ADVICE
ra_8d97f0ba01023661,ra,ADVICE
ra_d176a4a6700f1a15,ra,ADVICE
conf_e1c3e89e57d489d3,confession,STORY
conf_1d20167f71940f8c,confession,STORY
ra_4573eb52ac96fb5f,ra,ADVICE
ra_ac814f0d47591ee8,ra,ADVICE
conf_3dadae772ed81cae,confession,STORY
ra_10688cac00ad7c69,ra,ADVICE
ra_c6d24a66979a8f56,ra,ADVICE
conf_b60065e5a005f83c,confession,STORY
ra_84ca45406ba24dd3,ra,ADVICE
ra_be450590a1be9673,ra,ADVICE
ra_f9b90a8d8db79573,ra,ADVICE
conf_72f0d51536abdc99,confession,STORY
conf_1b9c03cb4f1e390c,confession,STORY
ra_cdf057cb33d52919,ra,ADVICE
ra_2c41107f93b418ca,ra,ADVICE
conf_86704b18e3c95f68,confession,STORY
ra_15a0655b56fba6f6,ra,ADVICE
conf_2c841dd4e8e1ef90,confession,STORY
conf_125e9cdb2ca61c39,confession,STORY
ra_36b6c249b3f6ba1a,ra,ADVICE
conf_9eacc145d8c65557,confession,STORY
conf_1414e1b6a84760d7,confession,STORY
ra_dc85ae8c6fe7ba7d,ra,ADVICE
conf_bb76032f0073b349,confession,STORY
ra_8552f2c453d87af6,ra,ADVICE
ra_a3b22d3d105f4300,ra,ADVICE
ra_61e769a562161c1d,ra,ADVICE
ra_fae7c02e959d76e6,ra,ADVICE
ra_de58d10b39ed3c27,ra,ADVICE
conf_2c2134545d10a4ab,confession,STORY
conf_e7fc8a2c1f703875,confession,STORY
conf_c8002b18e0c02681,confession,STORY
conf_12b9a02b3f61745c,confession,STORY
ra_e4c687400681d18d,ra,ADVICE
conf_f8f4fba8c88fab04,confession,STORY
ra_2f4b0a1f35aba0a9,ra,ADVICE
conf_06a1429a7c0ebae4,confession,STORY
ra_d2e43dcd176b3885,ra,ADVICE
ra_2d0367327f8a21aa,ra,ADVICE
ra_d95e850ff9382754,ra,ADVICE
conf_e6258f435358a5a7,confession,STORY
ra_495bda4ac8005e8f,ra,ADVICE
conf_1e1c397ad9f8c8d6,confession,STORY
ra_93ae6ab7d74e7db5,ra,ADVICE
conf_5e2d6ec14f8f9676,confession,STORY
conf_b49c5aad05301af9,confession,STORY
conf_7f833bd0c9f9949f,confession,STORY
ra_f1eb68e9165fa77a,ra,ADVICE
ra_d1209b9eb9f7ec77,ra,ADVICE
ra_40ab8c272195f7a3,ra,ADVICE
conf_32cd5ae60e6a9d96,confession,STORY
ra_979445459c4a6d3b,ra,ADVICE
ra_761386975dbb9e6b,ra,ADVICE
conf_45cf12fb37cbda57,confession,STORY
ra_9b7a88c34ea90e78,ra,ADVICE
conf_3e29eea2da3c9f3a,confession,STORY
ra_9d4263957ec72327,ra,ADVICE
ra_11ad6b06c59f6874,ra,ADVICE
ra_e4e9422f3e88df79,ra,ADVICE
conf_198a45a823a5a175,confession,STORY
conf_fa9928e7debd4909,confession,STORY
conf_0863000687526bf7,confession,STORY
ra_84902af9151ea767,ra,ADVICE
ra_ff2d9dbc28807b34,ra,ADVICE
conf_ae80526fb253fcc1,confession,STORY
conf_60a60d351666c77f,confession,STORY
ra_45ae49a3ff9a2cc7,ra,ADVICE
conf_d430c0dc59e337b9,confession,STORY
ra_a0bb0173229cd206,ra,ADVICE
conf_0d83c9db1154191d,confession,STORY
ra_b302893f4350a53f,ra,ADVICE
ra_c246e4b8ceeb31c6,ra,ADVICE
conf_1109802baa9be7be,confession,STORY
conf_4bdefe78211ace0d,confession,STORY
conf_940230c0b4059102,confession,STORY
ra_7caae4f519b0362c,ra,ADVICE
ra_127ce93bb06316fe,ra,ADVICE
conf_1de28d345af955f9,confession,STORY
ra_fde1afabfeb9ad01,ra,ADVICE
ra_430b6196af2c67fc,ra,ADVICE
ra_e86bbcef9408c43f,ra,ADVICE
conf_ec059f44afa1a359,confession,STORY
conf_8d762f6c36cad319,confession,STORY
ra_12e297f0c708f0cf,ra,ADVICE
conf_9b2b12bb61f61040,confession,STORY
conf_d75cd730ecb206c2,confession,STORY
ra_337cff742bad9137,ra,ADVICE
conf_32213bfd6889862f,confession,STORY
ra_d2a38d165ea10ee4,ra,ADVICE
ra_681acae36ac9e8a7,ra,ADVICE
conf_d86e8b5347439370,confession,STORY
conf_c201dd7f1fdd1874,confession,STORY
conf_da7438bd59a30a86,confession,STORY
conf_83831bc89ef2129f,confession,STORY
ra_9acab591d17d7ea9,ra,ADVICE
ra_5a6cb5c094dd6a21,ra,ADVICE
conf_9a172cec179d9474,confession,STORY
ra_0df506bb5c5f0c79,ra,ADVICE
ra_8229f5717319ee49,ra,ADVICE
ra_6e075d4f8622cb24,ra,ADVICE
conf_0ae034f8cce77cf4,confession,STORY
ra_6122a5b9b325f2b9,ra,ADVICE
ra_596d5b58ac83378a,ra,ADVICE
ra_77d6a4b011ce9ebd,ra,ADVICE
ra_7de9b3f3fe8edfdd,ra,ADVICE
conf_e17fdd5065daaecd,confession,STORY
conf_29cdb5b29397cf76,confession,STORY
ra_b6c3a2170683bd27,ra,ADVICE
ra_bfdddff821a472ba,ra,ADVICE
conf_48c1c88b958c27cd,confession,STORY
conf_c02d23500e430b0e,confession,STORY
conf_81f74a5a4b25dd51,confession,STORY
conf_bc5240603e95558d,confession,STORY
conf_1630c0695e9985d9,confession,STORY
ra_b1a4b8b6f30609ca,ra,ADVICE
ra_4a2ba1eb24badce0,ra,ADVICE
conf_8ec98b14fda18149,confession,STORY
ra_9259258fcaa67b2e,ra,ADVICE
ra_0b83a7193fc606dc,ra,ADVICE
ra_19e815281dee9ea2,ra,ADVICE
conf_bbe1386a560d5929,confession,STORY
ra_756d31f4afc5b45f,ra,ADVICE
conf_b17c9dea9a7cde15,confession,STORY
ra_2327aac0a431f685,ra,ADVICE
ra_c262cdba5ba81a80,ra,ADVICE
conf_8445c1d2b0e2bf30,confession,STORY
ra_ad24c1bb60434713,ra,ADVICE
ra_73f5cdc5d5bb981b,ra,ADVICE
conf_7bc3956f8ccf0645,confession,STORY
conf_fa71660e8e9572c5,confession,STORY
ra_d4b019b2af4b8718,ra,ADVICE
conf_1ba46fd1e0777f76,confession,STORY
ra_616e58ecead75eb0,ra,ADVICE
ra_7cef1e356d45f247,ra,ADVICE
ra_dbe294c5e66b5775,ra,ADVICE
ra_eacecd8141abcd83,ra,ADVICE
conf_d6dd2d03f344fdfa,confession,STORY
conf_fa3d6c966062ed3d,confession,STORY
conf_0c178090e3973b77,confession,STORY
ra_c4ed8b56ae1437c2,ra,ADVICE
ra_ba1ee6dbcd875bc2,ra,ADVICE
conf_cb7c3395f344f497,confession,STORY
conf_6b673df4078bd76c,confession,STORY
ra_6dcc0fdc972e7093,ra,ADVICE
ra_e34bca066c7e3491,ra,ADVICE
ra_b731daed00127c40,ra,ADVICE
conf_b8710e1db6e8c826,confession,STORY
ra_c3ed4ae30aa93e31,ra,ADVICE
conf_ec2c7dce97cd257a,confession,STORY
conf_1781ee43528d2ee0,confession,STORY
conf_a5b3ffda2e803fd2,confession,STORY
conf_68827985572bdfc0,confession,STORY
conf_d4c119c1f5e30d5b,confession,STORY
ra_5b1a2e339e3390f0,ra,ADVICE
conf_193c721636138359,confession,STORY
ra_0a9302a0d6b7aae5,ra,ADVICE
ra_074a44ccac179cae,ra,ADVICE
conf_7bd19e2b275eb081,confession,STORY
conf_8d303085299bb204,confession,STORY
ra_d863f4604a6f6482,ra,ADVICE
ra_b84c3899456f5419,ra,ADVICE
conf_f57216fb659ff6d9,confession,STORY
conf_b6be5d4269cb9e0c,confession,STORY
ra_667bb6834f59040d,ra,ADVICE
conf_1ce0815d9918a7e0,confession,STORY
ra_98766b9077e34537,ra,ADVICE
ra_a07bc4a494e899e3,ra,ADVICE
conf_dc06d6721ba90908,confession,STORY
conf_bae1bfb63118a39f,confession,STORY
conf_9feb1ec2a1130ee3,confession,STORY
ra_24d2a947d058dd13,ra,ADVICE
ra_9ccbaeac67d056c0,ra,ADVICE
ra_7d79dfdd9c939602,ra,ADVICE
ra_3e6f282b5b1cc809,ra,ADVICE
ra_ae8002c750bafd1a,ra,ADVICE
ra_a6b239771d228506,ra,ADVICE
ra_a311b9e8dfbc0e8b,ra,ADVICE
conf_3afa4f8a4d8f7860,confession,STORY
conf_7bf0869307b5cdb5,confession,STORY
ra_397aae120df7a02d,ra,ADVICE
ra_f5abdbd41c54c454,ra,ADVICE
conf_49790f02a1b32f12,confession,STORY
conf_233e5d85dcd59247,confession,STORY
ra_c475969654988f37,ra,ADVICE
conf_abc5c67d93e217d1,confession,STORY
ra_776719d8fceadf23,ra,ADVICE
conf_e29fb8d0b2fc7a11,confession,STORY
conf_004dbb4aa3ba6c51,confession,STORY
conf_ccb0ae8a6813a8fa,confession,STORY
ra_50a95f2fee0024de,ra,ADVICE
conf_509b144e6e6bbe64,confession,STORY
ra_1b915c9319424a18,ra,ADVICE
conf_cdf92d3fd87653f0,confession,STORY
ra_4dc01a221f0704be,ra,ADVICE
conf_38483d4caf727783,confession,STORY
ra_7e1aaf21319af821,ra,ADVICE
conf_4ab1c356b9f9f475,confession,STORY
ra_10dd2de7ff6575ad,ra,ADVICE
conf_3d5096654a4ccd62,confession,STORY
ra_1b99c1e7c42b6455,ra,ADVICE
conf_26207504756f4b7a,confession,STORY
conf_94d48d6daeace3e9,confession,STORY
ra_877dd9fb9a07fd22,ra,ADVICE
conf_c1dd36d560d87ff5,confession,STORY
conf_77deae0d68c06d8e,confession,STORY
ra_944ca08f905b4b00,ra,ADVICE
conf_35601bc2dd7cf6ac,confession,STORY
ra_b1619bd4d4343f1f,ra,ADVICE
conf_f55795380ba716c8,confession,STORY
ra_f3f2ec04b7f11302,ra,ADVICE
conf_319207817be53336,confession,STORY
ra_4d51d42d6a1bb833,ra,ADVICE
ra_3ca6c06bc1b0c9d7,ra,ADVICE
conf_ffc1f8251f867517,confession,STORY
ra_b95cbc0e24709d53,ra,ADVICE
ra_1807beb39d48577b,ra,ADVICE
ra_a556e0674f98f89a,ra,ADVICE
ra_38683dc2c5951a09,ra,ADVICE
conf_46520ace54fa0d15,confession,STORY
ra_1d7746b3c39d3f07,ra,ADVICE
ra_da705166ecb01aa8,ra,ADVICE
ra_d8484e06fcca552b,ra,ADVICE
conf_bfa660351aeb55b2,confession,STORY
ra_7d11d9a2353775a7,ra,ADVICE
ra_4611e65f46b0e1a3,ra,ADVICE
conf_e59b75bdceace082,confession,STORY
conf_b0c69c1c2032960f,confession,STORY
conf_8f4cec61fa81fe13,confession,STORY
ra_df7f689025943266,ra,ADVICE
ra_21e22c74ff8861bf,ra,ADVICE
conf_8e35219c51e26847,confession,STORY
conf_5906bd26905c03d6,confession,STORY
conf_4d2ea4fa8abb7c37,confession,STORY
ra_264a789ff21b4095,ra,ADVICE
conf_28919f0d7f5ec0b9,confession,STORY
conf_1c9759d5a5414cfd,confession,STORY
ra_85df5abe34deed5a,ra,ADVICE
conf_61323b65b34adf09,confession,STORY
conf_3386ded48e49ed93,confession,STORY
conf_2b7866f895abf84e,confession,STORY
conf_bc32a8d01a868d08,confession,STORY
conf_f7c540b8c19b781d,confession,STORY
conf_f98932fca44002b9,confession,STORY
conf_431d0c60af07b37e,confession,STORY
conf_102b1050373f7c2d,confession,STORY
conf_ca7722ba26260ba8,confession,STORY
ra_1eb6c4c1d1b2d9d5,ra,ADVICE
ra_109003537002093e,ra,ADVICE
conf_d2bd732532de2b9f,confession,STORY
conf_6c23b2f36ab8bca3,confession,STORY
conf_34b63792fc4514f2,confession,STORY
conf_ab443adf636afc76,confession,STORY
